0, [256, 256, 256], 19.84, 1.5453
0, [256, 256, 320], 24.30, 2.4084
0, [256, 320, 320], 30.15, 14.2898
0, [320, 320, 320], 37.47, 17.8264
2, [256, 256, 256], 18.16, 1.3379
2, [256, 256, 320], 22.60, 1.7139
2, [256, 320, 320], 27.84, 1.8779
2, [320, 320, 320], 34.39, 2.0414
2, [384, 384, 384], 57.94, 2.7821
2, [400, 400, 400], 65.57, 3.1380
2, [416, 416, 416], 73.55, 3.5150
2, [432, 432, 432], 82.16, 3.7353
2, [448, 448, 448], 91.44, 4.2451
3, [256, 256, 256], 4.61, 2.5501
3, [320, 320, 320], 6.02, 6.7101
3, [384, 384, 384], 7.53, 5.4342
3, [400, 400, 400], 8.00, 12.4048
3, [416, 416, 416], 9.10, 7.4584
3, [432, 432, 432], 9.78, 12.0911
3, [448, 448, 448], 10.51, 7.8928
3, [512, 512, 512], 16.30, 10.8167
3, [576, 576, 576], 18.78, 15.6739
3, [640, 640, 640], 24.10, 20.7294
3, [704, 704, 704], 29.52, 27.2713
3, [768, 768, 768], 37.31, 34.0735
3, [832, 832, 832], 46.54, 44.2274
3, [896, 896, 896], 57.29, 53.7564
3, [960, 960, 960], 69.68, 66.1691
3, [1024, 1024, 1024], 83.85, 78.9607
