0, [256, 256, 256], 13.33, 17.0926
0, [320, 320, 320], 25.03, 32.5430
0, [384, 384, 384], 42.49, 57.2250
0, [400, 400, 400], 47.90, 162.1199
0, [416, 416, 416], 53.75, 182.3758
0, [432, 432, 432], 64.87, 203.5910
0, [448, 448, 448], 66.86, 228.7464
0, [512, 512, 512], 85.29, 360.3818
2, [256, 256, 256], 6.04, 11.6502
2, [320, 320, 320], 7.57, 20.8155
2, [384, 384, 384], 11.80, 36.0308
2, [400, 400, 400], 13.20, 46.1488
2, [416, 416, 416], 14.70, 45.3797
2, [432, 432, 432], 16.34, 50.1640
2, [448, 448, 448], 18.07, 54.4903
2, [512, 512, 512], 26.40, 83.0603
2, [576, 576, 576], 37.11, 114.2151
2, [640, 640, 640], 50.47, 159.9501
2, [704, 704, 704], 66.79, 207.8218
2, [768, 768, 768], 86.37, 274.4449
2, [832, 832, 832], 93.31, 343.6419
